,age,country,gender
4002,60.0,USA,f
4003,28.0,USA,m
4004,41.0,USA,m
4005,38,USA,f
4006,46,USA,m
4007,38.0,USA,f
4008,47.0,USA,m
4009,28,MEX,m
4010,30.0,USA,m
4011,51,USA,m
4012,25.0,USA,f
4013,42.0,USA,f
4014,25,USA,f
4015,27.0,USA,m
4016,25,USA,m
4017,33,USA,m
4018,26,USA,m
4019,51,USA,f
4020,53,USA,f
4021,30,USA,m
4022,23,USA,f
4023,29,USA,m
4024,30,PHL,f
4025,22,USA,m
4026,41,IND,m
4027,24,USA,f
4028,24.0,USA,f
4029,66,IND,f
4030,27,USA,f
4031,25.0,USA,f
4032,32,USA,f
4033,37.0,USA,m
4034,25.0,USA,m
4035,21.0,USA,f
4036,37,USA,m
4037,31,USA,f
4038,37.0,USA,m
4039,38.0,USA,m
4040,34,USA,f
4041,27.0,USA,f
4042,48.0,USA,f
4043,40,USA,f
4044,20,GBR,m
4045,22,USA,m
4046,22.0,USA,m
4047,69,USA,f
4048,51,USA,m
4049,24,IND,m
4050,42.0,USA,f
4051,46.0,USA,f
4052,21.0,USA,f
4053,51.0,USA,m
4054,30,USA,f
4055,22.0,USA,f
4056,30,USA,m
4057,24.0,USA,o
4058,33,USA,f
4059,24,USA,m
4060,18.0,IND,m
4061,30,USA,f
4062,20.0,USA,m
4063,37.0,USA,f
4064,21,USA,m
4065,42,USA,m
4066,25,USA,m
4067,23,USA,m
4068,29,USA,f
4069,27.0,USA,f
4070,26,USA,o
4071,22,USA,m
4072,31.0,USA,m
4073,28,IND,m
4074,26,USA,f
4075,22,USA,m
4076,49,USA,m
4077,26,USA,m
4078,34,USA,f
4079,21,USA,f
4080,27.0,USA,m
4081,50,USA,m
4082,24,MEX,m
4083,43.0,USA,f
4084,27.0,USA,m
4085,29.0,USA,m
4086,26,USA,f
4087,23.0,USA,f
4088,49,USA,m
4089,49.0,USA,f
4090,39.0,USA,f
4091,22,USA,f
4092,42,USA,f
4093,19,USA,f
4094,34.0,USA,m
4095,30.0,USA,m
4096,18,USA,m
4097,32,USA,m
4098,31,USA,f
4099,49,USA,m
4100,29,USA,f
4101,30,USA,f
4102,35.0,USA,f
4103,43,USA,f
4104,32,USA,f
4105,45,USA,f
4106,34,USA,f
4107,34,USA,f
4108,52.0,USA,m
4109,25,USA,m
4110,24,USA,f
4111,27,USA,f
4112,24,USA,f
4113,42,USA,m
4114,33.0,IND,m
4115,29,USA,f
4116,22.0,USA,f
4117,29,IND,m
4118,35,USA,m
4119,19.0,USA,m
4120,49,USA,f
4121,50,USA,f
4122,41,USA,f
4123,31.0,AUS,m
4124,29.0,USA,f
4125,35,IND,m
4126,37.0,USA,f
4127,33,USA,m
4128,38.0,USA,f
4129,26,USA,m
4130,32.0,USA,m
4131,35,USA,f
4132,20.0,USA,m
4133,31.0,USA,f
4134,53,USA,f
4135,38.0,USA,m
4136,26.0,USA,m
4137,44,USA,m
4138,32,USA,m
4139,39,IND,f
4140,33.0,USA,f
4141,33.0,USA,m
4142,23,USA,f
4143,50,USA,f
4144,38,USA,f
4145,25.0,USA,m
4146,34,IND,f
4147,24.0,USA,m
4148,31,USA,m
4149,57,USA,f
4150,54,USA,f
4151,24,USA,f
4152,61.0,USA,f
4153,26,USA,m
4154,32,USA,m
4155,37,USA,m
4156,30,USA,m
4157,21,USA,m
4158,29.0,IND,m
4159,34,USA,f
4160,47,USA,m
4161,23,USA,f
4162,66,USA,f
4163,21,IND,m
4164,25.0,USA,m
4165,22,USA,m
4166,28,USA,f
4167,35,USA,m
4168,42,USA,m
4169,32,USA,m
4170,27,USA,m
4171,46,USA,f
4172,29.0,USA,m
4173,33,USA,m
4174,46,USA,f
4175,29,USA,m
4176,36.0,MLT,m
4177,41.0,USA,f
4178,22.0,USA,m
4179,52.0,USA,f
4180,25,USA,f
4181,26.0,USA,f
4182,62.0,USA,m
4183,20.0,IND,m
4184,54,USA,f
4185,36,IND,f
4186,44,USA,f
4187,24,USA,m
4188,67.0,USA,m
4189,43,IND,f
4190,33,USA,m
4191,24.0,USA,m
4192,29.0,USA,m
4193,22,IND,m
4194,25,USA,m
4195,33,USA,m
4196,24,USA,f
4197,28,USA,m
4198,56,USA,f
4199,28,USA,f
4200,39.0,USA,f
4201,52,USA,f
4202,47.0,USA,m
4203,34.0,USA,f
4204,25.0,USA,f
4205,33,USA,m
4206,54.0,USA,f
4207,22,USA,m
4208,42.0,USA,f
4209,27.0,USA,m
4210,45.0,USA,m
4211,32,USA,f
4212,35,USA,f
4213,34,IDN,m
4214,48,USA,f
4215,25,USA,f
4216,24,SVN,m
4217,28,IND,f
4218,46,USA,f
4219,18.0,USA,m
4220,25,USA,f
4221,25,USA,m
4222,75,USA,f
4223,76.0,USA,m
4224,26,USA,f
4225,35.0,USA,f
4226,32,USA,f
4227,26.0,USA,m
4228,30.0,USA,m
4229,46.0,USA,f
4230,28.0,USA,f
4231,18,USA,f
4232,37.0,USA,f
4233,29,USA,f
4234,30.0,IND,m
4235,31,USA,f
4236,35,USA,m
4237,32,USA,f
4238,34.0,IND,f
4239,28,USA,m
4240,43.0,USA,f
4241,31.0,USA,m
4242,25,USA,f
4243,29,IND,m
4244,71,USA,f
4245,38.0,USA,m
4246,21.0,USA,m
4247,30.0,USA,m
4248,37,USA,m
4249,36,USA,f
4250,43,USA,m
4251,29.0,USA,m
4252,56,USA,f
4253,26,USA,m
4254,24,USA,m
4255,33,USA,f
4256,23,USA,m
4257,32,USA,m
4258,27,USA,f
4259,22,USA,f
4260,54,USA,f
4261,31.0,USA,f
4262,31,USA,f
4263,24,IND,m
4264,36.0,MEX,f
4265,20,USA,f
4266,20.0,UMI,m
4267,62,USA,f
4268,19,USA,f
4269,62.0,USA,m
4270,50,USA,m
4271,35,USA,f
4272,26,USA,f
4273,66,USA,f
4274,60.0,USA,f
4275,21,USA,m
4276,28.0,USA,f
4277,25,USA,f
4278,21,LTU,m
4279,23,USA,f
4280,21.0,USA,m
4281,29,USA,m
4282,32,BRA,m
4283,29,USA,f
4284,28.0,USA,f
4285,59.0,USA,m
4286,31,IND,m
4287,32,USA,f
4288,30,USA,m
4289,33,IND,m
4290,48.0,IND,m
4291,37,USA,f
4292,31,USA,f
4293,21,USA,m
4294,34,USA,f
4295,27,USA,m
4296,36,IND,f
4297,50.0,USA,f
4298,35.0,IND,m
4299,25,USA,f
4300,37,USA,m
4301,26.0,USA,m
4302,27,USA,m
4303,35.0,USA,f
4304,21,IND,f
4305,24,USA,m
4306,20,USA,f
4307,34.0,USA,f
4308,39,USA,m
4309,52,USA,m
4310,29.0,USA,m
4311,40,USA,f
4312,25.0,USA,m
4313,32.0,IND,m
4314,30,USA,m
4315,43,USA,f
4316,28,USA,f
4317,29.0,USA,f
4318,36,USA,f
4319,26.0,USA,m
4320,28,IND,m
4321,31,USA,m
4322,22,IND,m
4323,27.0,USA,m
4324,19.0,USA,m
4325,30.0,USA,m
4326,35.0,USA,m
4327,25,USA,f
4328,25,USA,m
4329,34,IND,m
4330,26,USA,f
4331,25,IND,m
4332,26.0,USA,m
4333,57,USA,m
4334,44.0,USA,f
4335,31,IND,f
4336,22.0,USA,m
4337,36,USA,m
4338,32,USA,f
4339,23.0,USA,f
4340,30,IND,m
4341,18.0,USA,m
4342,28.0,USA,f
4343,44,USA,f
4344,35,USA,f
4345,65.0,USA,f
4346,30.0,USA,m
4347,39.0,USA,f
4348,31,USA,m
4349,24.0,IND,m
4350,26.0,IND,f
4351,21,USA,m
4352,32,BRA,m
4353,34,USA,m
4354,63.0,USA,f
4355,34,USA,m
4356,28,USA,f
4357,34.0,USA,f
4358,28.0,USA,m
4359,31,USA,m
4360,23,USA,m
4361,23,USA,f
4362,24.0,USA,m
4363,29,NGA,f
4364,26,USA,f
4365,33,USA,m
4366,37.0,SGP,m
4367,35,USA,m
4368,29.0,USA,m
4369,27.0,USA,m
4370,20,IND,m
4371,32,USA,m
4372,32.0,USA,f
4373,46,IND,m
4374,37.0,IND,m
4375,34,USA,f
4376,21.0,IND,m
4377,39,USA,f
4378,27,IND,m
4379,66,USA,f
4380,26.0,USA,m
4381,36.0,USA,m
4382,22,USA,m
4383,40,USA,f
4384,36,USA,m
4385,24,USA,m
4386,36.0,,f
4387,31.0,USA,f
4388,26.0,USA,m
4389,29,USA,m
4390,58,USA,f
4391,35,USA,m
4392,22,USA,f
4393,29,USA,f
4394,21,USA,m
4395,35.0,USA,m
4396,64,USA,f
4397,26.0,USA,f
4398,29,USA,m
4399,38,USA,m
4400,38,USA,f
4401,31.0,USA,m
4402,42,IND,m
4403,32.0,USA,m
4404,32.0,USA,m
4405,23,USA,f
4406,23,IND,m
4407,22,USA,f
4408,52,USA,m
4409,65,USA,m
4410,47.0,USA,f
4411,27.0,USA,f
4412,31,USA,f
4413,35.0,USA,m
4414,47,USA,f
4415,23,IND,f
4416,73.0,USA,m
4417,28,USA,m
4418,64,USA,f
4419,24,USA,f
4420,25.0,USA,f
4421,41.0,USA,m
4422,25.0,VEN,f
4423,29,USA,f
4424,28,USA,f
4425,33,USA,m
4426,21.0,USA,f
4427,27.0,IND,f
4428,33,USA,f
4429,44.0,IND,f
4430,73.0,USA,m
4431,33,USA,m
4432,62.0,USA,m
4433,23.0,USA,m
4434,29.0,USA,f
4435,29,USA,m
4436,28,USA,m
4437,30.0,USA,f
4438,26,USA,f
4439,28.0,IND,f
4440,26.0,USA,m
4441,49.0,USA,f
4442,31,USA,f
4443,52,USA,m
4444,19,USA,m
4445,28,VEN,m
4446,30,USA,m
4447,30,USA,f
4448,32,USA,m
4449,24,USA,m
4450,62,USA,m
4451,39,USA,f
4452,39,USA,f
4453,35,USA,f
4454,52,USA,m
4455,45.0,USA,f
4456,20,IND,m
4457,43,USA,f
4458,29,USA,m
4459,26.0,USA,f
4460,27,USA,m
4461,25,IND,m
4462,19,USA,m
4463,26.0,USA,f
4464,25,USA,f
4465,33,USA,m
4466,30,USA,f
4467,24.0,USA,f
4468,31,USA,m
4469,35,IND,m
4470,38.0,ARG,m
4471,52,USA,f
4472,55,USA,f
4473,21,USA,m
4474,40,USA,f
4475,26,USA,m
4476,34,USA,f
4477,23,USA,m
4478,41,USA,f
4479,27.0,USA,m
4480,38,USA,m
4481,30,USA,m
4482,23.0,USA,m
4483,30,USA,f
4484,30.0,USA,f
4485,31.0,USA,f
4486,23,USA,f
4487,27,USA,m
4488,50,USA,f
4489,50.0,USA,f
4490,24,USA,m
4491,53,USA,f
4492,25.0,USA,f
4493,35,IND,m
4494,60.0,USA,f
4495,23,USA,f
4496,52,USA,f
4497,29.0,USA,f
4498,28.0,USA,m
4499,32.0,USA,f
4500,30.0,BRA,f
4501,24,BRA,m
4502,42,IND,m
4503,30,USA,m
4504,33,USA,m
4505,29,USA,f
4506,31,JPN,f
4507,34,USA,f
4508,26,USA,f
4509,29,USA,f
4510,25,USA,f
4511,34,USA,m
4512,26.0,USA,m
4513,45,USA,f
4514,45,USA,m
4515,37,USA,m
4516,26.0,USA,f
4517,26,USA,f
4518,41.0,USA,f
4519,32,USA,f
4520,26,USA,m
4521,23,USA,f
4522,24,USA,m
4523,54.0,USA,f
4524,22.0,USA,f
4525,34,USA,m
4526,25,USA,f
4527,25,USA,m
4528,46,USA,m
4529,34,USA,f
4530,30.0,USA,f
4531,26.0,USA,m
4532,31.0,USA,f
4533,41,VEN,f
4534,30.0,IND,f
4535,22,USA,m
4536,24,USA,m
4537,48,USA,m
4538,26,USA,f
4539,24,USA,f
4540,32.0,USA,f
4541,27,USA,m
4542,37.0,USA,m
4543,28.0,USA,f
4544,43.0,USA,f
4545,36,USA,f
4546,29.0,USA,m
4547,24,USA,f
4548,23,USA,f
4549,34,USA,m
4550,64.0,USA,f
4551,32,USA,m
4552,39,USA,m
4553,30,USA,m
4554,46,USA,f
4555,34,USA,m
4556,25,USA,f
4557,36,USA,m
4558,64,USA,m
4559,20,USA,m
4560,31,USA,f
4561,55,USA,f
4562,49,USA,f
4563,27,USA,f
4564,26,USA,f
4565,61.0,USA,f
4566,44.0,USA,f
4567,19,USA,m
4568,59,IND,m
4569,29.0,USA,f
4570,24.0,USA,f
4571,47,USA,f
4572,32,USA,f
4573,39.0,USA,f
4574,37,USA,f
4575,71.0,USA,f
4576,26.0,USA,m
4577,29,IND,m
4578,33,USA,m
4579,41,USA,f
4580,26.0,GBR,m
4581,27.0,USA,m
4582,24,USA,m
4583,34,USA,f
4584,28,USA,m
4585,55,USA,f
4586,34,USA,m
4587,55,USA,f
4588,36,USA,m
4589,33,USA,m
4590,26.0,USA,m
4591,23,USA,m
4592,32,USA,m
4593,29.0,USA,m
4594,32,USA,m
4595,29,USA,f
4596,35,USA,m
4597,32.0,USA,m
4598,54.0,USA,f
4599,36,USA,m
4600,30,USA,m
4601,29,USA,f
4602,64,USA,f
4603,24.0,GBR,m
4604,28.0,USA,f
4605,21,USA,m
4606,42.0,USA,m
4607,42,USA,f
4608,52,USA,m
4609,22.0,USA,m
4610,26,USA,f
4611,25,USA,f
4612,22,USA,m
4613,27,USA,f
4614,49,USA,f
4615,22,SAU,m
4616,33.0,USA,m
4617,19,USA,m
4618,26,USA,m
4619,31,USA,f
4620,27.0,USA,f
4621,26,USA,m
4622,63,USA,m
4623,24,USA,m
4624,28,USA,f
4625,21,IND,m
4626,32,USA,m
4627,40.0,USA,f
4628,35,IND,m
4629,61.0,USA,f
4630,33.0,USA,f
4631,32,USA,f
4632,23,USA,m
4633,26.0,USA,m
4634,53,USA,m
4635,27,USA,f
4636,50.0,USA,f
4637,24,USA,m
4638,20,IND,f
4639,23.0,USA,f
4640,26.0,USA,m
4641,24.0,USA,f
4642,60,USA,f
4643,27,USA,f
4644,23.0,USA,m
4645,25.0,USA,m
4646,36,IND,m
4647,52,USA,m
4648,34.0,CAN,f
4649,30,USA,m
4650,36.0,USA,f
4651,24.0,USA,f
4652,44,USA,f
4653,29.0,IND,m
4654,21,USA,m
4655,27.0,USA,f
4656,21.0,IND,f
4657,33.0,USA,m
4658,54,IND,m
4659,38,USA,m
4660,59.0,USA,m
4661,34,COL,m
4662,40,USA,m
4663,25,USA,m
4664,32,USA,f
4665,28.0,USA,m
4666,30,USA,m
4667,22,USA,m
4668,36,USA,f
4669,54,USA,f
4670,44.0,USA,f
4671,22,USA,f
4672,48.0,USA,f
4673,34,USA,f
4674,27,USA,m
4675,31.0,USA,m
4676,51,USA,f
4677,19.0,USA,f
4678,60,USA,f
4679,33,USA,f
4680,26,USA,f
4681,26,USA,m
4682,25.0,USA,f
4683,45.0,USA,f
4684,36.0,USA,m
4685,26.0,USA,m
4686,38,USA,f
4687,31,USA,f
4688,24,USA,f
4689,41,USA,f
4690,33,AUS,f
4691,45,USA,f
4692,32,IND,f
4693,22.0,COL,f
4694,30,USA,f
4695,35,USA,f
4696,34,USA,m
4697,29.0,USA,f
4698,35.0,USA,f
4699,19,POL,m
4700,46,IND,f
4701,29.0,USA,m
4702,38,USA,f
4703,28.0,USA,f
4704,38.0,USA,m
4705,45.0,USA,m
4706,28.0,USA,f
4707,,,
4708,51,USA,f
4709,27.0,USA,f
4710,28,USA,m
4711,25,USA,m
4712,26,USA,f
4713,25.0,USA,m
4714,32,USA,m
4715,33,USA,f
4716,26,IND,m
4717,25,USA,m
4718,21,ZAF,f
4719,44,IND,m
4720,28.0,USA,f
4721,56.0,USA,f
4722,30.0,NGA,m
4723,31,IND,m
4724,32,USA,m
4725,27,USA,m
4726,25.0,USA,f
4727,51,USA,f
4728,27,USA,m
4729,35,USA,f
4730,23.0,USA,f
4731,44.0,USA,m
4732,18.0,USA,m
4733,31,USA,m
4734,28.0,USA,m
4735,38,USA,m
4736,29,USA,f
4737,35,GBR,f
4738,30,USA,m
4739,26.0,USA,m
4740,35,USA,m
4741,35.0,USA,f
4742,27.0,IND,m
4743,40.0,IND,m
4744,62.0,USA,f
4745,34,USA,f
4746,26.0,USA,f
4747,42,USA,f
4748,25,VEN,m
4749,30,USA,f
4750,23,USA,m
4751,42.0,USA,f
4752,35,USA,m
4753,33.0,USA,m
4754,20,USA,m
4755,25,USA,f
4756,47,USA,f
4757,27.0,DZA,f
4758,27.0,IND,f
4759,27,USA,f
4760,25,IND,f
4761,38,IND,f
4762,28,USA,f
4763,26.0,USA,m
4764,27,USA,m
4765,30.0,PRT,f
4766,58,VEN,m
4767,30.0,USA,m
4768,22,USA,m
4769,39,USA,f
4770,26,USA,f
4771,28.0,USA,f
4772,46.0,USA,f
4773,26,USA,f
4774,36.0,IND,f
4775,25.0,USA,m
4776,23.0,USA,f
4777,30.0,USA,f
4778,29.0,USA,m
4779,26,USA,f
4780,40.0,USA,f
4781,26,USA,f
4782,21,USA,f
4783,25.0,USA,f
4784,21,USA,f
4785,29.0,USA,m
4786,40,USA,m
4787,36.0,USA,m
4788,26,USA,f
4789,20,USA,f
4790,54,USA,f
4791,56,USA,f
4792,63.0,CAN,m
4793,27,USA,m
4794,32.0,USA,m
4795,21.0,USA,m
4796,25,IND,m
4797,33,USA,m
4798,62.0,USA,f
4799,22,USA,m
4800,19.0,USA,f
4801,47,USA,f
4802,23,USA,m
4803,19,USA,m
4804,30.0,USA,f
4805,39,IND,f
4806,29,IND,f
4807,50,USA,f
4808,26.0,USA,m
4809,38.0,USA,f
4810,29,USA,m
4811,28.0,IND,m
4812,26.0,ASM,f
4813,32,IND,m
4814,41,BGR,f
4815,72,USA,f
4816,23,USA,f
4817,21.0,USA,f
4818,26.0,USA,f
4819,36,USA,f
4820,26,USA,f
4821,47.0,USA,m
4822,40,IND,f
4823,55.0,USA,f
4824,26.0,USA,f
4825,22.0,IND,f
4826,31,USA,f
4827,41,USA,f
4828,30.0,USA,f
4829,28.0,USA,f
4830,25.0,USA,f
4831,35,BEL,m
4832,27,USA,f
4833,19.0,USA,f
4834,32,USA,m
4835,23,USA,f
4836,31,USA,m
4837,20,IND,m
4838,26,USA,f
4839,41,USA,m
4840,28,USA,m
4841,32.0,USA,f
4842,23,USA,f
4843,47.0,USA,m
4844,29.0,USA,m
4845,22.0,IND,m
4846,29,USA,f
4847,47,USA,f
4848,27,USA,f
4849,34,USA,f
4850,62,USA,m
4851,37,USA,m
4852,24.0,USA,f
4853,23.0,USA,f
4854,33.0,USA,f
4855,38,USA,f
4856,27,USA,m
4857,28,USA,m
4858,30,USA,m
4859,62.0,USA,f
4860,26.0,USA,f
4861,45.0,USA,f
4862,31,USA,m
4863,27.0,USA,f
4864,22.0,USA,o
4865,42.0,USA,f
4866,22.0,USA,m
4867,31.0,USA,f
4868,55.0,USA,f
4869,27.0,USA,f
4870,26,USA,m
4871,23,GBR,m
4872,26.0,USA,f
4873,34,USA,f
4874,35,USA,m
4875,24,USA,m
4876,49,USA,f
4877,29,USA,f
4878,32.0,USA,f
4879,28.0,USA,m
4880,33,USA,f
4881,29,USA,f
4882,56.0,USA,m
4883,30.0,USA,f
4884,26,USA,f
4885,51.0,USA,m
4886,45.0,USA,m
4887,33,USA,f
4888,53,USA,f
4889,42.0,IND,m
4890,31,USA,m
4891,31,IND,m
4892,49,USA,f
4893,39.0,USA,f
4894,28,DEU,f
4895,27,USA,f
4896,19,USA,m
4897,25,USA,f
4898,27.0,USA,m
4899,20,USA,f
4900,32.0,USA,f
4901,26,USA,m
4902,33,USA,f
4903,19.0,IND,m
4904,28,IND,m
4905,48,USA,f
4906,27,USA,f
4907,40,USA,f
4908,26,USA,f
4909,38,USA,f
4910,34.0,USA,f
4911,56,USA,f
4912,28,USA,m
4913,30,USA,f
4914,39.0,USA,m
4915,54.0,USA,f
4916,23,USA,f
4917,31,USA,f
4918,32.0,CAN,m
4919,30,USA,f
4920,35,USA,f
4921,26.0,USA,f
4922,36.0,USA,f
4923,31,USA,m
4924,41,USA,f
4925,24,JAM,f
4926,45,USA,m
4927,28.0,USA,m
4928,25.0,USA,m
4929,32,USA,m
4930,20.0,USA,f
4931,,THA,f
4932,25,USA,f
4933,36,USA,f
4934,25,USA,f
4935,34,USA,m
4936,31.0,USA,m
4937,22.0,USA,f
4938,25.0,USA,f
4939,40.0,USA,f
4940,28,USA,f
4941,28,IND,m
4942,26.0,USA,m
4943,28,USA,m
4944,24.0,USA,f
4945,35,CAN,f
4946,36,USA,f
4947,20,USA,f
4948,24,USA,m
4949,20,IND,m
4950,44.0,USA,f
4951,35.0,USA,m
4952,19.0,PRT,m
4953,23.0,USA,f
4954,27.0,USA,f
4955,20,USA,m
4956,18.0,USA,m
4957,20,USA,m
4958,31,USA,f
4959,23.0,USA,m
4960,31,USA,f
4961,50,USA,f
4962,30,USA,f
4963,28,USA,m
4964,21.0,CAN,m
4965,34,USA,m
4966,29,USA,m
4967,27,EST,m
4968,24,USA,f
4969,28.0,USA,m
4970,32,USA,m
4971,27.0,GBR,m
4972,24.0,USA,m
4973,42,USA,m
4974,22,USA,m
4975,31.0,USA,m
4976,34.0,USA,f
4977,21.0,USA,m
4978,19,USA,m
4979,54,USA,f
4980,28.0,USA,
4981,24.0,USA,m
4982,38.0,USA,m
4983,27.0,USA,m
4984,32.0,USA,f
4985,30.0,USA,f
4986,34,USA,f
4987,28.0,USA,f
4988,20.0,USA,f
4989,43.0,IND,m
4990,35,USA,f
4991,25.0,USA,m
4992,,,m
4993,22,USA,f
4994,27,USA,f
4995,28,USA,m
4996,26,USA,m
4997,31.0,USA,f
4998,36,USA,f
4999,24,IND,m
5000,30.0,USA,f
5001,41,SRB,m
5002,20,USA,f
5003,32.0,USA,m
5004,55.0,USA,f
5005,38.0,USA,f
5006,30.0,USA,f
5007,20,VEN,m
5008,19,USA,m
5009,25.0,,f
5010,54,USA,f
5011,55,USA,f
5012,27,IND,m
5013,27.0,USA,m
5014,48.0,USA,f
5015,27.0,USA,f
5016,27.0,USA,m
5017,24,USA,f
5018,50,USA,f
5019,61,USA,m
5020,,USA,f
5021,33.0,USA,f
5022,26.0,USA,m
5023,27.0,USA,f
5024,29.0,USA,m
5025,26.0,USA,m
5026,25,USA,f
5027,33,ECU,m
5028,24.0,USA,m
5029,46.0,USA,f
5030,49,USA,m
5031,34,USA,f
5032,27,USA,f
5033,42,USA,f
5034,27.0,USA,m
5035,28.0,USA,m
5036,36,USA,f
5037,61,USA,m
5038,33,USA,f
5039,51,USA,m
5040,60,USA,f
5041,27,USA,f
5042,35.0,USA,f
5043,25.0,USA,m
5044,44,USA,f
5045,21.0,USA,f
5046,20.0,USA,m
5047,21,USA,f
5048,32.0,USA,f
5049,22.0,USA,m
5050,22.0,USA,m
5051,33,IND,f
5052,27.0,USA,f
5053,41,USA,f
5054,22,USA,m
5055,39.0,USA,f
5056,21.0,USA,f
5057,31,IND,f
5058,37.0,CAN,
5059,20.0,USA,f
5060,22,USA,f
5061,65.0,USA,f
5062,23,USA,m
5063,60,USA,f
5064,42.0,USA,f
5065,22.0,USA,f
5066,48,USA,m
5067,32,USA,f
5068,25.0,USA,m
5069,23.0,ZMB,f
5070,22,USA,m
5071,51.0,USA,f
5072,28,USA,f
5073,28.0,IND,m
5074,48.0,USA,f
5075,25.0,USA,f
5076,22,USA,m
5077,26.0,IND,m
5078,22.0,USA,m
5079,18.0,USA,f
5080,36.0,USA,m
5081,41.0,USA,m
5082,45.0,USA,m
5083,27,USA,m
5084,33.0,USA,f
5085,22,USA,m
5086,49,USA,f
5087,23,USA,m
5088,42,USA,m
5089,31.0,USA,m
5090,35,USA,f
5091,33,USA,f
5092,34,USA,m
5093,30,USA,m
5094,52,USA,m
5095,56.0,USA,f
5096,37.0,USA,f
5097,29,IND,f
5098,38,USA,f
5099,44.0,USA,f
5100,30,USA,f
5101,35,USA,m
5102,24.0,USA,f
5103,37,USA,f
5104,18,USA,m
5105,30.0,USA,m
5106,32,USA,m
5107,26.0,USA,m
5108,18,USA,m
5109,21.0,USA,m
5110,23.0,UGA,m
5111,34,USA,f
5112,45,USA,f
5113,32,USA,f
5114,29.0,USA,m
5115,31,DZA,m
5116,34,USA,m
5117,32,USA,m
5118,49.0,USA,m
5119,19.0,USA,m
5120,45.0,USA,f
5121,23.0,USA,f
5122,45.0,USA,m
5123,29.0,USA,f
5124,30,USA,f
5125,19,USA,m
5126,48,USA,f
5127,55,USA,f
5128,28,USA,m
5129,63,USA,f
5130,33.0,USA,o
5131,,USA,
5132,69,USA,f
5133,38,USA,f
5134,42,USA,m
5135,33.0,USA,f
5136,24,USA,f
5137,29,USA,m
5138,32.0,USA,f
5139,22,LTU,m
5140,22.0,VEN,m
5141,37.0,USA,m
5142,24,IND,f
5143,37,USA,f
5144,24,USA,f
5145,25.0,USA,m
5146,39,USA,f
5147,22.0,CHL,m
5148,30,CAN,m
5149,30.0,USA,f
5150,43.0,USA,m
5151,22.0,USA,m
5152,52,USA,f
5153,40,USA,f
5154,29,USA,f
5155,32,USA,m
5156,41.0,USA,f
5157,64,USA,f
5158,23.0,USA,m
5159,27,USA,m
5160,26.0,USA,m
5161,26.0,USA,m
5162,54.0,USA,f
5163,31,TUR,m
5164,29.0,USA,m
5165,33.0,USA,f
5166,28.0,USA,f
5167,22.0,USA,f
5168,35,USA,f
5169,51.0,USA,f
5170,30,USA,f
5171,37.0,,m
5172,56,USA,f
5173,29.0,USA,f
5174,27.0,USA,f
5175,23,IND,m
5176,27.0,USA,m
5177,29.0,USA,f
5178,24,USA,m
5179,36,USA,f
5180,37.0,,f
5181,49,USA,f
5182,38.0,USA,f
5183,42.0,USA,f
5184,35.0,USA,f
5185,36.0,USA,f
5186,23,USA,f
5187,28.0,USA,f
5188,63.0,USA,m
5189,28,USA,m
5190,26,USA,m
5191,31.0,USA,f
5192,31.0,USA,f
5193,21,USA,f
5194,33,USA,m
5195,23.0,USA,m
5196,62,USA,f
5197,35,USA,f
5198,26.0,USA,f
5199,22,USA,m
5200,50,USA,f
5201,31.0,USA,m
5202,21.0,USA,f
5203,57,USA,m
5204,44,USA,f
5205,45,USA,f
5206,21.0,USA,m
5207,41.0,USA,f
5208,26,USA,m
5209,25,USA,m
5210,43.0,USA,m
5211,31,USA,m
5212,23,USA,f
5213,41.0,USA,m
5214,41.0,COL,m
5215,27.0,USA,f
5216,21.0,USA,m
5217,33,USA,f
5218,18.0,SGP,f
5219,35.0,USA,m
5220,43,USA,f
5221,35.0,USA,m
5222,30,USA,f
5223,19,USA,m
5224,24.0,USA,f
5225,37.0,USA,m
5226,44,USA,m
5227,21,USA,m
5228,30.0,USA,f
5229,26.0,USA,m
5230,35.0,USA,f
5231,47,IND,f
5232,25,USA,f
5233,30,USA,f
5234,33,USA,f
5235,40.0,USA,m
5236,24,USA,f
5237,31,USA,f
5238,35,USA,f
5239,33.0,USA,f
5240,32,USA,f
5241,43,USA,m
5242,28,IND,m
5243,36,IND,m
5244,24.0,USA,f
5245,49,CHL,m
5246,24.0,,f
5247,20.0,USA,m
5248,38,USA,m
5249,51,USA,f
5250,27,IND,m
5251,31.0,USA,m
5252,67.0,USA,f
5253,52.0,USA,f
5254,23.0,USA,f
5255,39,USA,m
5256,27.0,USA,f
5257,38.0,USA,f
5258,40.0,USA,f
5259,31,USA,m
5260,54.0,USA,m
5261,34,USA,f
5262,60.0,USA,m
5263,26,USA,m
5264,29.0,USA,f
5265,68,USA,f
5266,29,USA,f
5267,33.0,USA,f
5268,25,USA,m
5269,29.0,USA,m
5270,30,USA,m
5271,31,USA,m
5272,31.0,USA,m
5273,,,
5274,36,USA,f
5275,26,USA,f
5276,27.0,USA,f
5277,33,USA,f
5278,23,USA,m
5279,34.0,IND,m
5280,28.0,USA,f
5281,36,USA,f
5282,24,USA,f
5283,22.0,USA,f
5284,58.0,USA,f
5285,32,USA,f
5286,36.0,USA,m
5287,21,IND,m
5288,62,USA,m
5289,22,USA,f
5290,,USA,f
5291,30.0,USA,m
5292,33.0,USA,f
5293,30,USA,f
